"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.693035867E1,9.228699933E-1,-2.970462296E-1,-3.708685990E0
6.694038967E1,5.124571061E-1,-3.418001604E-1,-3.224762236E0
6.695042167E1,1.921241939E-1,-5.112917195E-1,-3.038934799E0
6.696045267E1,-5.921256021E-3,-5.009835168E-1,-3.141973264E0
6.697048367E1,-1.603688428E-1,-2.590906372E-1,-3.425670227E0
6.698051567E1,-1.901200973E-1,-8.661626726E-3,-3.724651812E0
6.699054667E1,-4.269472416E-2,2.064392377E-1,-3.726137005E0
6.700057867E1,-4.818098389E-2,3.734118893E-1,-3.336423590E0
6.701060967E1,-2.690741367E-1,4.934262098E-1,-2.887317667E0
6.702064067E1,-5.127523539E-1,5.313494964E-1,-2.625623776E0
6.703067267E1,-6.657636087E-1,5.301455547E-1,-2.421424388E0
6.704070367E1,-6.678303802E-1,6.574341770E-1,-1.947443824E0
6.705073467E1,-6.134324905E-1,8.879480094E-1,-1.281226106E0
6.706076667E1,-5.359917471E-1,1.109638905E0,-9.367274559E-1
6.707079767E1,-4.222232030E-1,1.242636530E0,-9.447556829E-1
6.708082967E1,-4.587177224E-1,1.437507709E0,-7.523612380E-1
6.709086067E1,-5.353878028E-1,1.520078141E0,-3.907448637E-1
6.710089167E1,-6.156639341E-1,1.414990520E0,-1.485783345E-1
6.711092367E1,-8.559589890E-1,1.297630908E0,1.359325612E-1
6.712095467E1,-1.053274158E0,1.225923141E0,5.138591588E-1
6.713098567E1,-1.206917497E0,1.153558292E0,8.083144140E-1
6.714101767E1,-1.255225146E0,1.034885469E0,8.530941457E-1
6.715104867E1,-1.154621754E0,9.621824321E-1,7.242817390E-1
6.716108067E1,-8.830737705E-1,8.770610786E-1,6.185693425E-1
6.717111167E1,-6.113356058E-1,7.923491033E-1,9.089251149E-1
6.718114267E1,-4.074398339E-1,6.943395364E-1,1.633306841E0
6.719117467E1,-3.690478564E-1,5.682582910E-1,2.462893426E0
6.720120567E1,-3.728142673E-1,4.226119698E-1,2.913750005E0
6.721123667E1,-3.845322702E-1,2.983035272E-1,2.741807367E0
6.722126867E1,-2.748497422E-1,2.347260205E-1,2.728589736E0
6.723129967E1,-7.978215124E-2,1.139440336E-1,3.087217598E0
6.724133167E1,7.926569592E-2,-1.546787345E-1,3.600944025E0
6.725136267E1,2.186506177E-1,-4.057137358E-1,4.274999936E0
6.726139367E1,3.460646079E-1,-7.127877210E-1,4.838866237E0
6.727142567E1,3.402377478E-1,-1.109688680E0,5.304255486E0
6.728145667E1,2.317507196E-1,-1.498805678E0,5.750090477E0
6.729148867E1,2.433378910E-1,-1.825722044E0,5.865782901E0
6.730151967E1,4.591289279E-1,-2.031830402E0,5.540987028E0
6.731155067E1,9.127567222E-1,-2.036886051E0,4.763244197E0
6.732158267E1,1.484189978E0,-1.867002509E0,3.719072984E0
6.733161367E1,1.987881998E0,-1.694014096E0,2.826168655E0
6.734164467E1,2.417473570E0,-1.561981043E0,1.952590544E0
6.735167667E1,2.858151171E0,-1.476146548E0,8.148744053E-1
6.736170767E1,2.902494115E0,-1.320556233E0,-9.866123915E-2
6.737173967E1,2.596583287E0,-1.113932223E0,-6.988545370E-1
6.738177067E1,2.177066030E0,-9.248630898E-1,-1.296749294E0
6.739180167E1,1.714214326E0,-7.912485842E-1,-1.907700300E0
6.740183367E1,1.221610746E0,-7.423214956E-1,-2.363782536E0
6.741186467E1,7.871844770E-1,-7.622333845E-1,-2.734124125E0
6.742189567E1,4.839922025E-1,-7.427270731E-1,-2.799519970E0
6.743192767E1,2.561989698E-1,-5.686175293E-1,-2.539284959E0
6.744195867E1,1.802930474E-1,-3.637344550E-1,-2.234575442E0
6.745199067E1,1.834273377E-1,-2.496763276E-1,-2.256721771E0
6.746202167E1,1.700604200E-1,-1.313215931E-1,-2.500369400E0
6.747205267E1,1.543862276E-1,1.113609530E-2,-2.733673890E0
6.748208467E1,2.071513554E-1,1.472561328E-1,-2.930181851E0
6.749211567E1,2.090482653E-1,2.416104591E-1,-3.199532670E0
6.750214667E1,1.870204883E-1,3.003842589E-1,-3.519152588E0
6.751217867E1,2.154168699E-1,3.270507782E-1,-3.831562888E0
6.752220967E1,1.254845370E-1,3.121947574E-1,-3.879513565E0
6.753224175E1,-6.365622483E-2,2.342518844E-1,-3.620809940E0
6.754227275E1,-3.250794625E-1,5.449312627E-2,-3.455438987E0
6.755230375E1,-4.110844399E-1,-4.222756818E-2,-3.293665241E0
6.756233575E1,-3.240076679E-1,2.264619313E-2,-2.905175064E0
6.757236675E1,-2.212126300E-1,1.432978602E-1,-2.404258717E0
6.758239775E1,-1.805014276E-1,1.731780823E-1,-2.102339491E0
6.759242975E1,-2.233420032E-1,1.437471456E-1,-1.965659071E0
6.760246075E1,-3.875709951E-1,1.272077114E-1,-1.693257759E0
6.761249175E1,-5.973940165E-1,1.456621818E-1,-1.108343235E0
6.762252375E1,-7.210974184E-1,1.558164565E-1,-5.760723639E-1
6.763255475E1,-6.997126890E-1,2.199671000E-1,-4.512185222E-1
6.764258675E1,-6.157823402E-1,4.047573506E-1,-6.152031004E-1
6.765261775E1,-4.234305800E-1,6.905570456E-1,-6.737653041E-1
6.766264875E1,1.633682817E-2,1.030288900E0,-5.515368623E-1
6.767268075E1,4.528983542E-1,1.341128346E0,-4.735700887E-1
6.768271175E1,6.461026385E-1,1.580036514E0,-5.247069132E-1
6.769274275E1,7.835312098E-1,1.759625703E0,-5.414480764E-1
6.770277475E1,7.720715442E-1,1.771912457E0,-3.334655392E-1
6.771280575E1,7.214042511E-1,1.585549123E0,1.755766833E-1
6.772283775E1,6.899732742E-1,1.309304290E0,9.047735918E-1
6.773286875E1,5.880395678E-1,9.717768359E-1,1.901647847E0
6.774289975E1,4.838668162E-1,6.018538340E-1,3.044784939E0
6.775293175E1,2.107213730E-1,4.603019524E-1,4.230724819E0
6.776296275E1,-1.841178574E-1,4.072051047E-1,4.791369304E0
6.777299375E1,-4.568295103E-1,2.561824514E-1,4.420965734E0
6.778302575E1,-4.066444664E-1,1.060830003E-1,3.471717051E0
6.779305675E1,-2.718607369E-1,2.003272528E-1,2.721559044E0
6.780308775E1,-1.006614985E-1,4.016140337E-1,2.678154577E0
6.781311975E1,1.824220186E-1,2.748087569E-1,3.438046444E0
6.782315075E1,4.144993235E-1,-2.183085373E-1,4.481359870E0
6.783318275E1,3.413952407E-1,-7.963463330E-1,5.324188060E0
6.784321375E1,1.809290783E-1,-1.238393351E0,5.475245613E0
6.785324475E1,-1.948252056E-1,-1.355213119E0,4.912773288E0
6.786327675E1,-4.147415444E-1,-1.229748681E0,3.723657786E0
6.787330775E1,-2.170140003E-1,-9.922466223E-1,2.172226582E0
6.788333875E1,4.789388560E-2,-6.115573249E-1,8.548062104E-1
6.789337075E1,9.377567120E-2,-2.791946802E-1,5.657999754E-2
6.790340175E1,-2.660892427E-2,-1.216397003E-1,-7.195758998E-2
6.791343275E1,-2.925280130E-1,-1.386928489E-1,4.587766331E-1
6.792346475E1,-5.913545736E-1,-2.868958652E-1,1.180469810E0
6.793349575E1,-6.729201622E-1,-5.291973921E-1,1.511706975E0
6.794352775E1,-5.515417593E-1,-7.144371475E-1,1.418276070E0
6.795355875E1,-4.360787652E-1,-7.550416017E-1,1.202753549E0
6.796358975E1,-2.157914206E-1,-7.976713121E-1,1.029382435E0
6.797362175E1,2.763459899E-2,-8.104549335E-1,7.511198741E-1
6.798365275E1,1.611367650E-1,-7.244464843E-1,3.265593928E-1
6.799368375E1,1.624922226E-1,-6.609201407E-1,-1.469773668E-1
6.800371575E1,1.372927697E-1,-6.263649235E-1,-7.173422635E-1
6.801374675E1,1.692311387E-1,-5.815052677E-1,-1.453510807E0
6.802377775E1,2.389282682E-1,-4.850445186E-1,-2.190745883E0
6.803380975E1,1.957243612E-1,-4.387727237E-1,-2.948183674E0
6.804384075E1,1.594210457E-1,-4.499795337E-1,-3.749640473E0
6.805387275E1,1.576588411E-1,-3.889346023E-1,-4.470339623E0
6.806390375E1,1.672604808E-1,-2.233973325E-1,-4.951776556E0
6.807393475E1,1.088890426E-1,-7.734053671E-2,-5.113301795E0
6.808396675E1,3.409723409E-2,-5.085498869E-2,-4.989349594E0
6.809399775E1,-2.266624177E-1,-7.612230588E-2,-4.471725998E0
6.810402875E1,-6.166195153E-1,-6.275074694E-2,-3.811029806E0
6.811406075E1,-8.402668894E-1,-4.374111995E-2,-3.488051248E0
6.812409175E1,-8.363881389E-1,7.504828200E-3,-3.650082856E0
6.813412275E1,-7.162595784E-1,1.753067612E-1,-3.857486519E0
6.814415475E1,-5.181494801E-1,4.167586876E-1,-3.771291543E0
6.815418575E1,-3.345311943E-1,6.369748425E-1,-3.610199583E0
6.816421775E1,-1.189518449E-1,8.188336281E-1,-3.480453960E0
6.817424875E1,1.450510747E-1,1.028196181E0,-3.137667375E0
6.818427975E1,3.012933913E-1,1.268083904E0,-2.450963936E0
6.819431175E1,2.820448324E-2,1.444042411E0,-1.601233694E0
6.820434275E1,-1.439920709E-1,1.409931217E0,-1.177400606E0
6.821437375E1,-3.546940749E-1,1.292270181E0,-1.007500985E0
6.822440575E1,-5.834619288E-1,1.290560601E0,-6.205790305E-1
6.823443675E1,-6.127126982E-1,1.312382118E0,-1.537127745E-1
6.824446775E1,-5.297446184E-1,1.279957553E0,2.314737260E-2
6.825449975E1,-5.470476259E-1,1.250272701E0,9.976577818E-2
6.826453075E1,-6.770245421E-1,1.146776399E0,4.368829036E-1
6.827456175E1,-8.828317688E-1,8.547741238E-1,1.023245198E0
6.828459375E1,-9.722809390E-1,4.999595232E-1,1.684905596E0
6.829462475E1,-1.077465113E0,1.947148394E-1,2.376970346E0
6.830465675E1,-1.203231997E0,-2.207857467E-2,3.190537314E0
6.831468775E1,-1.086443951E0,-1.429296683E-1,4.075722148E0
6.832471875E1,-7.969388752E-1,-2.010673276E-1,4.688633140E0
6.833475075E1,-5.485863938E-1,-4.220169425E-2,4.815356337E0
6.834478175E1,-2.660859902E-1,2.335063278E-1,4.230940581E0
6.835481275E1,3.170941394E-1,3.949448091E-1,3.512686152E0
6.836484475E1,1.011543019E0,6.069718653E-1,3.509875395E0
6.837487575E1,1.483324883E0,6.285689583E-1,3.625730372E0
6.838490675E1,1.430847292E0,3.923972869E-1,3.640029153E0
6.839493875E1,1.122676807E0,-7.650323370E-2,3.902251047E0
6.840496975E1,7.198432638E-1,-6.807442483E-1,4.352721711E0
6.841500175E1,3.420372650E-1,-1.272749690E0,4.700992985E0
6.842503275E1,2.985622116E-1,-1.743226309E0,4.701715701E0
6.843506375E1,5.114525544E-1,-2.060140428E0,4.101000246E0
6.844509575E1,8.426797429E-1,-2.099361650E0,3.182613752E0
6.845512675E1,1.112411289E0,-1.944319511E0,2.369675944E0
6.846515775E1,1.423902846E0,-1.888494827E0,1.550060032E0
6.847518975E1,1.734362077E0,-1.930492454E0,8.285463649E-1
6.848522075E1,1.933477457E0,-1.808580346E0,1.894813621E-1
6.849525175E1,1.884030478E0,-1.528573853E0,-2.540486562E-1
6.850528375E1,1.690734100E0,-1.261021053E0,-5.824756497E-1
6.851531475E1,1.428173506E0,-1.001069194E0,-9.854850483E-1
6.852534575E1,1.144417925E0,-7.071388721E-1,-1.416647621E0
6.853537767E1,8.410465425E-1,-3.793230954E-1,-1.726172320E0
6.854540867E1,5.606165284E-1,-1.123536640E-1,-1.997442781E0
6.855543967E1,4.571501936E-1,1.070172392E-1,-2.406915691E0
6.856547167E1,4.167969504E-1,3.311482146E-1,-2.714185705E0
6.857550267E1,3.290432900E-1,4.918191392E-1,-2.717136210E0
6.858553467E1,1.976220019E-1,5.266215109E-1,-2.634394015E0
6.859556567E1,1.228679262E-1,4.399690640E-1,-2.529582090E0
6.860559667E1,7.966838636E-2,3.665066200E-1,-2.343412591E0
6.861562867E1,-3.211038675E-2,4.229822082E-1,-2.186846960E0
6.862565967E1,-1.864377767E-1,4.684263662E-1,-2.167428356E0
6.863569067E1,-3.412133923E-1,4.247581172E-1,-2.368208878E0
6.864572267E1,-4.086610249E-1,4.034602189E-1,-2.629661863E0
6.865575367E1,-4.386458391E-1,4.767144290E-1,-2.926522079E0
6.866578467E1,-4.268467426E-1,5.803893266E-1,-3.219044829E0
6.867581667E1,-3.643897086E-1,6.367848811E-1,-3.584647250E0
6.868584767E1,-3.809125879E-1,6.175373820E-1,-3.798893325E0
6.869587867E1,-5.808494660E-1,5.671241139E-1,-3.706232498E0
6.870591067E1,-8.235826635E-1,4.479118852E-1,-3.363575136E0
6.871594167E1,-8.224705231E-1,2.946862934E-1,-2.770131279E0
6.872597267E1,-8.246725845E-1,2.212736238E-1,-1.995128453E0
6.873600467E1,-8.327718553E-1,1.740856067E-1,-1.220144337E0
6.874603567E1,-7.845647782E-1,1.257952434E-1,-7.775101125E-1
6.875606767E1,-7.298218296E-1,1.798652505E-1,-4.781215614E-1
6.876609867E1,-7.159505530E-1,3.322318498E-1,-1.632659554E-1
6.877612967E1,-6.770890076E-1,3.945209956E-1,-8.883967102E-2
6.878616167E1,-5.610873754E-1,5.004970285E-1,-2.358895433E-1
6.879619267E1,-4.572998092E-1,7.346666864E-1,-3.343227410E-1
6.880622367E1,-2.741769652E-1,9.136346816E-1,-2.885916674E-1
6.881625567E1,-3.303285811E-2,1.041280203E0,-2.429506409E-1
6.882628667E1,1.160876229E-1,1.051361826E0,-3.286731613E-1
6.883631767E1,2.429083217E-1,9.340755974E-1,5.422123075E-3
6.884634967E1,2.546278595E-1,6.789327809E-1,9.086117041E-1
6.885638067E1,2.197789658E-1,3.242019782E-1,1.881446301E0
6.886641167E1,-1.500970025E-1,1.842407585E-1,2.921723853E0
6.887644367E1,-6.262288295E-1,2.234052262E-1,4.442602186E0
6.888647467E1,-8.948973522E-1,2.949817970E-1,5.545066046E0
6.889650567E1,-1.014472839E0,4.387200256E-1,5.269684993E0
6.890653767E1,-8.422734345E-1,6.191619578E-1,3.285165728E0
6.891656867E1,-5.414709536E-1,7.803387031E-1,1.422483142E0
6.892659967E1,-4.532249942E-3,1.012443271E0,1.210261958E0
6.893663167E1,3.159784175E-2,1.289715386E0,2.040934955E0
6.894666267E1,-1.307432304E-1,1.076427378E0,3.146208403E0
6.895669367E1,-3.948959483E-1,2.527256140E-1,3.726986606E0
6.896672567E1,-4.560896183E-1,-7.095551609E-1,3.744075678E0
6.897675667E1,-1.835588636E-1,-1.427593608E0,3.821975793E0
6.898678867E1,-1.694588877E-2,-1.695837258E0,4.321767136E0
6.899681967E1,1.939359903E-1,-1.513370216E0,5.131747422E0
6.900685067E1,3.275082497E-1,-1.295257085E0,5.355756592E0
6.901688267E1,1.833110878E-1,-1.315559202E0,4.402885559E0
6.902691367E1,-4.504168689E-2,-1.517042852E0,2.781508207E0
6.903694467E1,-2.097526355E-1,-1.484543735E0,1.448532488E0
6.904697667E1,-2.088680249E-1,-1.225327236E0,6.447789019E-1
6.905700767E1,2.941003293E-2,-1.051619250E0,-3.385362446E-2
6.906703867E1,2.010817994E-1,-9.520672607E-1,-6.946252459E-1
6.907707067E1,2.540374003E-1,-9.506015099E-1,-1.417362151E0
6.908710167E1,3.098420571E-1,-9.762017895E-1,-2.077667164E0
6.909713267E1,3.745254915E-1,-9.928648923E-1,-2.552227187E0
6.910716467E1,4.492624824E-1,-8.843370614E-1,-2.883773085E0
6.911719567E1,5.632454000E-1,-6.281747098E-1,-3.205054781E0
6.912722667E1,7.321673671E-1,-4.014683649E-1,-3.649022756E0
6.913725867E1,8.289201482E-1,-2.536791122E-1,-3.977347423E0
6.914728967E1,8.243342500E-1,-1.377163274E-1,-4.107892944E0
6.915732067E1,6.265568583E-1,-9.880456902E-2,-3.896502650E0
6.916735267E1,3.533025838E-1,-1.811882561E-1,-3.485070922E0
6.917738367E1,1.626500244E-1,-3.103960808E-1,-3.105417057E0
6.918741467E1,-8.338312246E-3,-3.147468477E-1,-2.891943399E0
6.919744667E1,-1.815066736E-1,-1.973615815E-1,-2.760160022E0
6.920747767E1,-2.677347954E-1,-5.997328296E-2,-2.726386505E0
6.921750867E1,-2.782189261E-1,6.003299765E-2,-2.930578877E0
6.922754067E1,-2.025656035E-1,3.059308545E-1,-3.194688252E0
6.923757167E1,-5.281223450E-2,6.519646183E-1,-3.249509992E0
6.924760267E1,7.250660699E-2,9.347592831E-1,-2.976615175E0
6.925763467E1,9.697084565E-2,1.100166489E0,-2.651992380E0
6.926766567E1,7.473947592E-2,1.139341884E0,-2.473103834E0
6.927769767E1,-1.169585291E-1,1.107783072E0,-2.222245418E0
6.928772867E1,-2.822090295E-1,1.036405380E0,-1.837265909E0
6.929775967E1,-3.715862058E-1,1.050185147E0,-1.370666871E0
6.930779167E1,-4.110825761E-1,1.075461126E0,-1.050301434E0
6.931782267E1,-4.205687334E-1,1.133084413E0,-7.659495825E-1
6.932785367E1,-3.972723664E-1,1.176216911E0,-4.984131539E-1
6.933788567E1,-1.988169170E-1,1.091723840E0,-6.113673270E-1
6.934791667E1,-7.638937745E-2,1.049150556E0,-8.880873924E-1
6.935794767E1,-3.739769496E-2,1.149856274E0,-9.449036175E-1
6.936797967E1,8.693453852E-2,1.222707026E0,-7.455252582E-1
6.937801067E1,1.272142164E-2,1.084957881E0,-2.635819566E-1
6.938804167E1,-2.420762629E-1,8.201529792E-1,4.762592232E-1
6.939807367E1,-5.464204024E-1,3.974762515E-1,1.329738116E0
6.940810467E1,-7.699318287E-1,3.516486257E-2,1.986848211E0
6.941813567E1,-8.831191595E-1,-1.808287255E-1,2.299491815E0
6.942816767E1,-6.253328168E-1,-2.255893075E-1,2.531747898E0
6.943819867E1,-3.851691782E-1,2.826982588E-3,2.723520784E0
6.944822967E1,-2.535648357E-1,3.393979780E-1,2.430247251E0
6.945826167E1,1.042558916E-1,4.545439068E-1,1.724435697E0
6.946829267E1,5.101192796E-1,4.759330948E-1,1.523988467E0
6.947832367E1,6.995181960E-1,4.935425694E-1,2.172844048E0
6.948835567E1,5.721925170E-1,2.407519417E-1,3.290991309E0
6.949838667E1,-1.105507482E-2,-2.233524551E-1,4.803581799E0
6.950841767E1,-5.605507837E-1,-9.214153522E-1,5.881534131E0
6.951844967E1,-7.225806378E-1,-1.470589647E0,6.258797069E0
6.952848067E1,-6.730210266E-1,-1.751191971E0,6.154761069E0
6.953851225E1,-5.653934843E-1,-1.757536931E0,5.214653338E0
6.954854425E1,-4.524147163E-1,-1.523663069E0,3.944625819E0
6.955857525E1,-2.327864990E-1,-1.429019160E0,2.773685217E0
6.956860625E1,1.615826334E-1,-1.496259508E0,1.806133579E0
6.957863825E1,5.826518702E-1,-1.459393691E0,1.225791578E0
6.958866925E1,9.961365556E-1,-1.369776340E0,8.058568293E-1
6.959870025E1,1.397180632E0,-1.315529235E0,3.957465720E-1
6.960873225E1,1.658379848E0,-1.212602452E0,7.400528491E-2
6.961876325E1,1.638860527E0,-1.033724431E0,-8.056118309E-2
6.962879425E1,1.432165546E0,-8.462890099E-1,-1.319599628E-1
6.963882625E1,1.109915186E0,-7.155816668E-1,-2.629042643E-1
6.964885725E1,7.862765506E-1,-5.788069604E-1,-5.878042173E-1
6.965888825E1,4.382918998E-1,-4.124286783E-1,-1.068820150E0
6.966892025E1,1.687702867E-1,-2.088677325E-1,-1.595661882E0
6.967895125E1,6.151383699E-2,-1.369637176E-3,-2.080403661E0
6.968898225E1,1.923986842E-1,2.186590413E-1,-2.729780813E0
6.969901425E1,3.742011172E-1,4.734909321E-1,-3.258918747E0
6.970904525E1,5.197844347E-1,6.569236419E-1,-3.845725429E0
6.971907625E1,4.605154854E-1,5.978574814E-1,-4.013472691E0
6.972910825E1,3.318953425E-1,4.140045029E-1,-3.562245982E0
6.973913925E1,2.801967468E-3,2.922617454E-1,-3.001092204E0
6.974917025E1,-2.391116149E-1,9.425477743E-2,-2.845573225E0
6.975920225E1,-3.390446600E-1,-3.441905022E-2,-3.174455717E0
6.976923325E1,-4.222679342E-1,2.302604288E-2,-3.568746332E0
6.977926425E1,-3.285606755E-1,2.305814409E-1,-3.772272121E0
6.978929625E1,-1.775900258E-1,3.141752093E-1,-3.944303053E0
6.979932725E1,-1.529500418E-1,2.828513096E-1,-4.170454059E0
6.980935825E1,-2.129984980E-1,2.278119072E-1,-4.153490701E0
6.981939025E1,-2.086194451E-1,2.946289176E-1,-3.523355566E0
6.982942125E1,-3.637572592E-1,3.623325851E-1,-2.586457956E0
6.983945225E1,-2.888902774E-1,2.802576309E-1,-1.929520354E0
6.984948425E1,-3.744173546E-1,2.386977417E-1,-1.803219327E0
6.985951525E1,-8.693564949E-1,4.758866094E-2,-1.967174084E0
6.986954625E1,-9.729253022E-1,-1.592240676E-2,-1.688899244E0
6.987957825E1,-5.653058126E-1,1.314001650E-1,-1.221380439E0
6.988960925E1,-6.589812040E-2,3.640295202E-1,-1.097649263E0
6.989964025E1,2.829727124E-1,6.831351017E-1,-1.121414101E0
6.990967225E1,3.208622313E-1,1.022408388E0,-8.716502845E-1
6.991970325E1,3.830849382E-1,1.217049772E0,-3.424760985E-1
6.992973425E1,3.915408160E-1,1.203994620E0,1.719391304E-1
6.993976625E1,2.925011158E-1,1.128432149E0,9.950499237E-1
6.994979725E1,2.870759229E-1,1.027994598E0,2.012615721E0
6.995982825E1,3.654704568E-1,9.462903578E-1,2.842606348E0
6.996986025E1,2.552657542E-1,8.743430735E-1,3.514202920E0
6.997989125E1,4.354414187E-2,8.507914390E-1,4.123834208E0
6.998992225E1,-1.244196128E-1,9.328064592E-1,4.745555785E0
6.999995425E1,-2.998125473E-1,1.032730258E0,5.179112792E0
7.000998525E1,-1.895101596E-1,8.850849934E-1,4.616909439E0
7.002001625E1,-1.599008097E-1,7.747552700E-1,3.175182526E0
7.003004725E1,-1.517584889E-1,8.662666800E-1,2.640128964E0
7.004007925E1,2.697186095E-1,8.691100348E-1,3.177711446E0
7.005011025E1,5.040803484E-1,7.293710093E-1,3.973359037E0
7.006014125E1,5.011567406E-1,1.961585169E-1,4.624106777E0
7.007017325E1,3.492010543E-1,-6.343061733E-1,4.511762468E0
7.008020425E1,2.010053471E-3,-1.290924883E0,3.979307410E0
7.009023525E1,-3.363960175E-1,-1.603638946E0,3.995312408E0
7.010026725E1,-4.927044442E-1,-1.808842009E0,4.471011468E0
7.011029825E1,-5.285843481E-1,-2.008768545E0,4.635640410E0
7.012032925E1,-6.270687821E-1,-2.122064634E0,4.150360687E0
7.013036125E1,-7.698896556E-1,-2.149568621E0,3.140475792E0
7.014039225E1,-8.105792599E-1,-2.046116173E0,1.991140067E0
7.015042325E1,-7.502596025E-1,-1.793702399E0,1.042102468E0
7.016045525E1,-6.699204674E-1,-1.521671361E0,3.907144582E-1
7.017048625E1,-5.426240976E-1,-1.269383448E0,-6.823408306E-2
7.018051725E1,-4.402992855E-1,-1.126482248E0,-4.494590950E-1
7.019054925E1,-3.366750759E-1,-1.057104377E0,-8.967377633E-1
7.020058025E1,-3.522770552E-1,-1.049833583E0,-1.520690637E0
7.021061125E1,-3.187043164E-1,-9.926405054E-1,-1.967651217E0
7.022064325E1,-2.793422493E-1,-8.724729147E-1,-2.281596411E0
7.023067425E1,-1.599872755E-1,-7.120302873E-1,-2.790552680E0
7.024070525E1,-1.181837035E-1,-5.419324451E-1,-3.253048727E0
7.025073725E1,-1.022249709E-1,-3.497028185E-1,-3.676350887E0
7.026076825E1,5.096221201E-2,-2.315863580E-1,-4.064848666E0
7.027079925E1,4.963365152E-2,-2.955511697E-2,-4.141976364E0
7.028083125E1,-3.633642532E-3,1.538517921E-1,-4.040158798E0
7.029086225E1,-2.870584544E-2,1.518201039E-1,-3.985746948E0
7.030089325E1,-1.326162032E-1,1.191037629E-1,-3.750090709E0
7.031092525E1,-2.585311317E-1,1.582670246E-1,-3.457364475E0
7.032095625E1,-2.805965136E-1,1.969687217E-1,-3.328830396E0
7.033098725E1,-1.901317552E-1,2.179308437E-1,-3.347229829E0
7.034101925E1,-1.667857965E-1,2.833008874E-1,-3.349524277E0
7.035105025E1,-2.212065270E-1,3.157564426E-1,-3.197733482E0
7.036108125E1,-2.492617235E-1,3.530926687E-1,-2.986123917E0
7.037111325E1,-2.323012898E-1,4.219922380E-1,-2.547796751E0
7.038114425E1,-2.503744121E-1,4.713632034E-1,-1.955514736E0
7.039117525E1,-3.188401180E-1,5.687111579E-1,-1.567970054E0
7.040120625E1,-3.060442540E-1,6.598199871E-1,-1.611642907E0
7.041123825E1,-2.552723688E-1,7.422579072E-1,-1.763862303E0
7.042126925E1,-2.204282991E-1,8.976351647E-1,-1.558718004E0
7.043130025E1,-1.781592523E-1,1.043488258E0,-1.271060722E0
7.044133225E1,-1.095236848E-1,1.081841023E0,-1.274900588E0
7.045136325E1,-1.716372314E-1,1.047268556E0,-1.236241137E0
7.046139425E1,-4.132984151E-1,9.879126661E-1,-9.501550019E-1
7.047142625E1,-6.051136933E-1,9.890655177E-1,-5.649392653E-1
7.048145725E1,-6.932341202E-1,9.872224753E-1,-1.863840920E-1
7.049148825E1,-6.946612063E-1,1.002561257E0,2.008284688E-1
7.050152025E1,-5.581138104E-1,9.523281196E-1,4.560424751E-1
7.051155125E1,-3.288434980E-1,8.736696205E-1,7.909850210E-1
7.052158225E1,-1.493926323E-1,8.336366585E-1,1.612110100E0
7.053161425E1,-7.291139876E-2,8.036630271E-1,2.717923830E0
7.054164500E1,-4.093563319E-1,8.723398174E-1,3.781029496E0
7.055167600E1,-7.461729835E-1,8.504157554E-1,4.458980237E0
7.056170800E1,-5.181437791E-1,5.292358741E-1,4.299103913E0
7.057173900E1,-1.113255043E-1,3.702701803E-1,3.713067309E0
7.058177000E1,2.751439850E-1,3.792898759E-1,3.603565916E0
7.059180200E1,6.444438565E-1,2.953256133E-1,4.288383628E0
7.060183300E1,8.540487767E-1,-3.504835680E-2,5.278180997E0
7.061186400E1,6.785460607E-1,-6.109682180E-1,5.858819452E0
7.062189600E1,2.176751011E-1,-1.204548205E0,6.150113702E0
7.063192700E1,-3.053142839E-2,-1.652078596E0,6.354502541E0
7.064195800E1,1.346545425E-1,-1.899052852E0,6.282997525E0
7.065198900E1,6.357690735E-1,-2.007552617E0,5.510080985E0
7.066202100E1,1.256248555E0,-1.879984351E0,4.204798265E0
7.067205200E1,1.693935305E0,-1.591162450E0,2.859438143E0
7.068208300E1,2.131457601E0,-1.397068219E0,1.667516561E0
7.069211500E1,2.456445409E0,-1.371339886E0,6.663679916E-1
7.070214600E1,2.471604315E0,-1.312565428E0,1.934375882E-2
7.071217700E1,2.147965022E0,-1.207405447E0,-4.025363588E-1
7.072220900E1,1.582836453E0,-1.160163234E0,-7.772247684E-1
7.073224000E1,9.776967032E-1,-1.182920597E0,-1.117639723E0
7.074227100E1,5.088168123E-1,-1.248342243E0,-1.618291191E0
7.075230300E1,2.088672209E-1,-1.064312386E0,-2.184326225E0
7.076233400E1,-6.036515605E-2,-8.101722206E-1,-2.635889733E0
7.077236500E1,-1.651377954E-1,-6.446618114E-1,-2.761748126E0
7.078239700E1,-1.107415136E-2,-4.671614673E-1,-2.691980903E0
7.079242800E1,1.544225534E-1,-2.189493556E-1,-2.695578110E0
7.080245900E1,2.564740813E-1,1.966199353E-3,-2.920766664E0
7.081249000E1,2.855374474E-1,8.910630405E-2,-3.251831921E0
7.082252200E1,2.196696594E-1,1.598590022E-1,-3.423036641E0
7.083255300E1,1.508889348E-1,2.202649791E-1,-3.497244240E0
7.084258400E1,1.022658649E-1,2.229964328E-1,-3.716979096E0
7.085261600E1,1.089406077E-1,2.440094255E-1,-3.877717885E0
7.086264700E1,1.201142714E-1,2.679673684E-1,-4.034859467E0
7.087267800E1,7.707817946E-2,2.753804684E-1,-4.128709032E0
