"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.558941150E1,2.962161443E-1,1.630807157E0,-1.707229096E-1
2.559944450E1,-9.930618703E-3,1.237069980E0,6.629508787E-1
2.560947650E1,-2.172966035E-1,7.560898612E-1,1.388667524E0
2.561950850E1,-4.424656789E-1,4.523375331E-1,2.114411652E0
2.562954050E1,-6.163354138E-1,3.413244163E-1,2.826683795E0
2.563957250E1,-7.406815709E-1,2.697396594E-1,3.399580536E0
2.564960450E1,-9.358782940E-1,3.127394986E-1,4.014870175E0
2.565963750E1,-9.367126185E-1,4.516666382E-1,4.095589818E0
2.566966950E1,-5.971213169E-1,2.353966961E-1,3.012737519E0
2.567970150E1,-4.916402509E-1,5.145622864E-2,2.008184116E0
2.568973350E1,-3.778877136E-1,1.913612419E-1,1.590567203E0
2.569976550E1,-3.160326505E-1,2.599868692E-1,1.812391854E0
2.570979750E1,-1.897691182E-1,-4.566463463E-2,3.124874251E0
2.571983050E1,9.986722738E-2,-8.615954856E-1,5.129752352E0
2.572986250E1,1.463068008E-1,-1.811043340E0,6.600114250E0
2.573989450E1,-2.110390960E-1,-2.495412131E0,7.396506191E0
2.574992650E1,-5.196141346E-1,-2.854292008E0,7.569238204E0
2.575995850E1,-4.594357971E-1,-2.982101033E0,6.847087190E0
2.576999050E1,-4.304552056E-2,-2.837963366E0,5.144741689E0
2.578002250E1,3.410661887E-1,-2.297791737E0,3.171667764E0
2.579005550E1,5.930337843E-1,-1.594696945E0,1.574078640E0
2.580008750E1,8.942223642E-1,-1.053691649E0,2.927782738E-1
2.581011950E1,9.647208546E-1,-6.393668653E-1,-7.500638670E-1
2.582015150E1,8.439026150E-1,-3.553489631E-1,-1.497463158E0
2.583018350E1,7.189628924E-1,-2.931778579E-1,-2.017201107E0
2.584021550E1,5.468593821E-1,-3.774438369E-1,-2.237998402E0
2.585024850E1,4.477473957E-1,-5.108897965E-1,-2.225988806E0
2.586028050E1,3.681386510E-1,-6.393135826E-1,-2.189138483E0
2.587031250E1,2.541275936E-1,-6.843275683E-1,-2.188206437E0
2.588034450E1,2.451163034E-1,-6.462879952E-1,-2.328061311E0
2.589037650E1,3.985474614E-1,-5.144451959E-1,-2.612350012E0
2.590040850E1,5.731002972E-1,-3.049712534E-1,-3.008595936E0
2.591044150E1,7.289253053E-1,-8.253622636E-2,-3.448269131E0
2.592047350E1,8.241168067E-1,1.073392381E-1,-3.834697580E0
2.593050550E1,8.056341965E-1,2.559185958E-1,-4.025408612E0
2.594053750E1,6.746871176E-1,3.683917623E-1,-3.930075023E0
2.595056950E1,3.980732888E-1,4.295095646E-1,-3.657836848E0
2.596060150E1,1.242771600E-1,4.078106935E-1,-3.227299928E0
2.597063350E1,1.704024822E-3,2.848165588E-1,-2.776677237E0
2.598066650E1,-2.436672903E-1,8.591306649E-2,-2.593361179E0
2.599069850E1,-5.764676356E-1,2.847097009E-2,-2.387278402E0
2.600073050E1,-7.312959127E-1,1.462526044E-1,-2.016717542E0
2.601076250E1,-7.078921397E-1,1.428455050E-1,-1.874607983E0
2.602079450E1,-6.049751143E-1,1.626164029E-1,-2.009741814E0
2.603082650E1,-6.150826478E-1,3.576113239E-1,-2.079038921E0
2.604085950E1,-6.541473109E-1,6.317893124E-1,-1.883635499E0
2.605089150E1,-6.250731274E-1,8.131113967E-1,-1.422769656E0
2.606092350E1,-6.920035006E-1,8.933482055E-1,-9.289448118E-1
2.607095550E1,-8.361420442E-1,9.801300220E-1,-5.683932155E-1
2.608098750E1,-9.867465851E-1,1.117790508E0,-3.413452470E-1
2.609101950E1,-1.019882318E0,1.165982456E0,-2.247482586E-1
2.610105150E1,-9.659511088E-1,1.100388464E0,-1.997648603E-1
2.611108450E1,-8.996268725E-1,1.139599088E0,1.467651129E-3
2.612111650E1,-8.516601160E-1,1.294991475E0,3.213694042E-1
2.613114850E1,-8.535150721E-1,1.379667782E0,4.794968265E-1
2.614118050E1,-7.889455122E-1,1.433586712E0,3.554422992E-1
2.615121250E1,-6.003066608E-1,1.477297865E0,-1.615410268E-2
2.616124450E1,-2.970847847E-1,1.418044813E0,-2.754775321E-1
2.617127750E1,-1.164027147E-2,1.281992384E0,-1.922272146E-2
2.618130950E1,2.215365658E-1,1.067846881E0,8.652160084E-1
2.619134150E1,3.631191452E-1,5.506252813E-1,1.927342851E0
2.620137350E1,1.202030212E-1,6.613741770E-2,3.222778861E0
2.621140550E1,-2.483195909E-1,-2.523133488E-1,4.727618866E0
2.622143750E1,-2.305735837E-1,-5.269179647E-1,5.376578527E0
2.623146950E1,3.621940792E-1,-7.534205342E-1,4.698507918E0
2.624150250E1,9.098369151E-1,-5.613900784E-1,3.066841221E0
2.625153450E1,1.310289253E0,-3.240263790E-2,1.894078626E0
2.626156650E1,1.982526095E0,2.788263787E-1,1.218083194E0
2.627159850E1,2.193727963E0,4.482487945E-1,1.457765826E0
2.628163050E1,1.956323114E0,2.771041545E-1,2.804912857E0
2.629166250E1,1.407913781E0,-5.187784213E-1,4.072985651E0
2.630169450E1,7.295451833E-1,-1.333005247E0,4.747469578E0
2.631172750E1,1.307713244E-1,-1.872373762E0,5.106540075E0
2.632175950E1,1.072004672E-1,-2.345733789E0,4.802742139E0
2.633179150E1,5.139837410E-1,-2.540067025E0,3.676528058E0
2.634182350E1,1.017248878E0,-2.274108467E0,2.256049926E0
2.635185550E1,1.617767719E0,-1.829060512E0,9.199289900E-1
2.636188750E1,2.267412236E0,-1.521987842E0,-2.283197379E-1
2.637191950E1,2.646168553E0,-1.335288585E0,-8.436941618E-1
2.638195250E1,2.493751814E0,-1.178714476E0,-1.014975480E0
2.639198450E1,1.971620015E0,-1.138138307E0,-9.157897460E-1
2.640201650E1,1.282729279E0,-1.227093168E0,-8.222717178E-1
2.641204850E1,6.498814747E-1,-1.299669832E0,-8.196106499E-1
2.642208050E1,2.773706048E-1,-1.160584160E0,-8.991462314E-1
2.643211250E1,-7.553917402E-3,-9.431011402E-1,-1.287636994E0
2.644214550E1,-9.649427930E-2,-6.864963005E-1,-1.845860147E0
2.645217750E1,1.083068061E-1,-2.768221725E-1,-2.340028222E0
2.646220950E1,4.019305873E-1,1.736704910E-1,-2.744739745E0
2.647224150E1,6.948914404E-1,4.918905117E-1,-3.087367871E0
2.648227350E1,8.652345002E-1,6.939243840E-1,-3.311491647E0
2.649230487E1,8.728625585E-1,7.545710470E-1,-3.468661296E0
2.650233687E1,6.970028700E-1,6.738171981E-1,-3.357728505E0
2.651236987E1,4.360911175E-1,5.359198994E-1,-2.959596269E0
2.652240187E1,1.975773438E-1,3.541409283E-1,-2.666719762E0
2.653243387E1,-3.458043337E-2,1.775830092E-1,-2.598445918E0
2.654246587E1,-1.650014273E-1,9.151067913E-2,-2.795364354E0
2.655249787E1,-1.358176086E-1,1.281190731E-1,-3.075950598E0
2.656252987E1,-1.363002779E-1,2.042107907E-1,-3.487890449E0
2.657256187E1,-2.264755261E-1,2.264058711E-1,-4.014269666E0
2.658259487E1,-2.156022997E-1,3.435587105E-1,-4.095734244E0
2.659262687E1,-2.835060151E-1,4.417522455E-1,-3.649995148E0
2.660265887E1,-4.575103090E-1,4.745814378E-1,-2.713426151E0
2.661269087E1,-6.666477077E-1,3.914751079E-1,-1.573902639E0
2.662272287E1,-9.582931566E-1,2.314510681E-1,-6.161912799E-1
2.663275487E1,-1.148112122E0,1.584737968E-1,6.329377055E-2
2.664278687E1,-1.159860275E0,1.846219604E-1,5.204308444E-1
2.665281987E1,-9.271226732E-1,3.139432576E-1,8.513926059E-1
2.666285187E1,-6.797439359E-1,5.836544118E-1,7.275614423E-1
2.667288387E1,-4.477986319E-1,9.248406512E-1,2.035386533E-1
2.668291587E1,-2.242348365E-1,1.277600248E0,-3.900192243E-1
2.669294787E1,1.114582361E-1,1.582824320E0,-7.128516018E-1
2.670297987E1,4.413858078E-1,1.742372177E0,-6.419810092E-1
2.671301187E1,5.202768799E-1,1.761452227E0,-1.497501165E-1
2.672304487E1,3.711145548E-1,1.554877845E0,7.562367725E-1
2.673307687E1,3.042957172E-1,1.096623880E0,1.545776362E0
2.674310887E1,2.942938721E-1,7.196068170E-1,2.143109202E0
2.675314087E1,1.981495669E-1,4.752255086E-1,2.939694686E0
2.676317287E1,2.235678519E-1,3.072549565E-1,3.779170666E0
2.677320487E1,2.008609574E-1,2.646620104E-1,4.162380808E0
2.678323687E1,4.417388700E-2,4.247041035E-1,4.039791008E0
2.679326987E1,4.572244897E-2,6.463929527E-1,3.183269809E0
2.680330187E1,1.871627949E-1,6.796383937E-1,1.933495876E0
2.681333387E1,2.744786815E-1,7.991638139E-1,9.003963661E-1
2.682336587E1,1.701875970E-2,1.130732370E0,4.043899262E-1
2.683339787E1,-1.491787704E-1,1.135161928E0,6.588905722E-1
2.684342987E1,-1.059109826E-1,5.720341305E-1,1.970205281E0
2.685346187E1,6.042439565E-2,-4.633932292E-1,3.719761201E0
2.686349487E1,-1.449043827E-1,-1.439241408E0,4.959371504E0
2.687352687E1,-7.195170622E-1,-2.263630257E0,5.907629669E0
2.688355887E1,-1.035817077E0,-2.773044947E0,6.413238991E0
2.689359087E1,-1.034743162E0,-2.843895659E0,5.911865392E0
2.690362287E1,-5.409511727E-1,-2.496830665E0,4.371683062E0
2.691365487E1,-1.488928416E-1,-1.843209458E0,2.490520350E0
2.692368687E1,7.583677903E-2,-1.313403334E0,1.180086817E0
2.693371987E1,3.499455511E-1,-1.051206364E0,2.154336441E-1
2.694375187E1,3.179017130E-1,-9.346208502E-1,-4.748868817E-1
2.695378387E1,2.535518987E-1,-8.601735889E-1,-8.157140654E-1
2.696381587E1,2.045628296E-1,-8.713145813E-1,-8.481321985E-1
2.697384787E1,2.609897763E-1,-9.368031773E-1,-7.757471770E-1
2.698387987E1,3.669348189E-1,-9.378939023E-1,-7.628347707E-1
2.699391187E1,4.377399958E-1,-8.799513573E-1,-9.961515391E-1
2.700394387E1,5.068668025E-1,-7.795468439E-1,-1.600689318E0
2.701397687E1,5.457291519E-1,-5.972089521E-1,-2.325160507E0
2.702400887E1,6.300871879E-1,-4.374606816E-1,-2.851701692E0
2.703404087E1,7.408313327E-1,-2.971974532E-1,-3.290449272E0
2.704407287E1,8.131181940E-1,-1.770116631E-1,-3.615766717E0
2.705410487E1,7.908670534E-1,-3.484999001E-2,-3.721976711E0
2.706413687E1,6.714575543E-1,8.851858579E-2,-3.637441176E0
2.707416887E1,4.997454054E-1,1.127424308E-1,-3.496781725E0
2.708420187E1,2.941617981E-1,3.770818211E-2,-3.301087697E0
2.709423387E1,7.815826982E-2,-2.731672972E-2,-3.080605567E0
2.710426587E1,-1.052928953E-1,-4.981023744E-2,-2.906210021E0
2.711429787E1,-2.474886650E-1,-8.061380804E-2,-2.694625014E0
2.712432987E1,-4.160665966E-1,-6.664722182E-2,-2.360977042E0
2.713436187E1,-4.469507491E-1,-1.302927755E-2,-2.063976493E0
2.714439387E1,-3.025267152E-1,7.835144721E-2,-1.944006831E0
2.715442587E1,-1.834298959E-1,2.924398662E-1,-1.910688812E0
2.716445887E1,-1.692672452E-1,5.879829960E-1,-1.823498640E0
2.717449087E1,-1.689634824E-1,7.929490276E-1,-1.701129280E0
2.718452287E1,-1.892009516E-1,9.043510573E-1,-1.495607836E0
2.719455487E1,-2.075544479E-1,1.053740766E0,-1.153387261E0
2.720458687E1,-2.326210594E-1,1.234154558E0,-7.955160284E-1
2.721461887E1,-1.287500973E-1,1.343962637E0,-6.148306328E-1
2.722465087E1,-4.935229082E-2,1.364527295E0,-6.726876622E-1
2.723468287E1,-1.127293842E-1,1.347502103E0,-7.734264171E-1
2.724471587E1,-2.489464855E-1,1.354495519E0,-7.074540371E-1
2.725474787E1,-3.460498071E-1,1.316457335E0,-3.898689508E-1
2.726477987E1,-3.324169142E-1,1.155758746E0,-1.963962793E-2
2.727481187E1,-2.995619942E-1,9.375894085E-1,7.765453219E-2
2.728484387E1,-3.461824658E-1,7.559042121E-1,1.869547802E-1
2.729487587E1,-4.629461730E-1,5.422227594E-1,6.101195312E-1
2.730490787E1,-4.455055367E-1,3.005669113E-1,1.307897011E0
2.731494087E1,-3.375500386E-1,9.603408515E-2,2.064897430E0
2.732497287E1,-2.943534406E-1,-1.230400354E-2,2.794803606E0
2.733500487E1,-3.839622398E-1,-2.088115261E-1,3.242265292E0
2.734503687E1,-2.324840884E-1,-2.116863828E-1,3.301109331E0
2.735506887E1,1.285732007E-1,-4.334029332E-3,2.881341228E0
2.736510087E1,5.786094707E-1,2.227364510E-1,2.254372945E0
2.737513287E1,1.130144871E0,4.249567764E-1,2.041206266E0
2.738516487E1,1.647006137E0,5.770245829E-1,2.160612842E0
2.739519787E1,2.012722432E0,5.508098341E-1,2.618773178E0
2.740522987E1,2.124670007E0,3.960987206E-1,3.377398539E0
2.741526187E1,1.926718369E0,6.874015957E-2,4.025904456E0
2.742529387E1,1.432550293E0,-4.834371921E-1,4.169792739E0
2.743532587E1,8.831531464E-1,-1.051769816E0,3.979963467E0
2.744535787E1,5.091541967E-1,-1.513092180E0,3.781494350E0
2.745538987E1,3.318137739E-1,-1.879250380E0,3.575185871E0
2.746542187E1,4.196090226E-1,-2.070137412E0,3.389184771E0
2.747545487E1,6.180795651E-1,-2.276568975E0,2.971477227E0
2.748548687E1,9.290144668E-1,-2.384571288E0,2.261815281E0
2.749551862E1,1.331902170E0,-2.184878494E0,1.604896975E0
2.750555062E1,1.648452738E0,-1.795040241E0,9.714803821E-1
2.751558262E1,1.780338880E0,-1.404718424E0,2.072112894E-1
2.752561462E1,1.730317704E0,-1.100152602E0,-7.163991076E-1
2.753564662E1,1.479025571E0,-8.194958252E-1,-1.625559281E0
2.754567862E1,1.201996553E0,-4.962137968E-1,-2.220928041E0
2.755571162E1,8.344153614E-1,-3.072812690E-1,-2.592315112E0
2.756574362E1,4.091668821E-1,-2.410494187E-1,-2.731679404E0
2.757577562E1,4.323183204E-2,-1.487900037E-1,-2.587802816E0
2.758580762E1,-2.981081205E-1,-1.217831764E-1,-2.461399462E0
2.759583962E1,-3.887947442E-1,-7.976099163E-2,-2.340878407E0
2.760587162E1,-4.048173211E-1,-3.354839981E-3,-2.331985377E0
2.761590362E1,-2.955283838E-1,1.243993668E-1,-2.451866747E0
2.762593662E1,-1.484582107E-1,2.814476855E-1,-2.570178139E0
2.763596862E1,-4.624964856E-2,4.413595319E-1,-2.565376405E0
2.764600062E1,-2.610620990E-2,5.028104793E-1,-2.535704125E0
2.765603262E1,-1.432238107E-1,4.190503576E-1,-2.545106447E0
2.766606462E1,-3.110312711E-1,3.009277575E-1,-2.576162179E0
2.767609662E1,-3.717525226E-1,2.487591919E-1,-2.627503071E0
2.768612862E1,-3.475511528E-1,3.017253909E-1,-2.600062088E0
2.769616062E1,-5.556064878E-1,2.905708768E-1,-2.577755545E0
2.770619262E1,-7.814014345E-1,1.735237990E-1,-2.523412108E0
2.771622562E1,-7.784010089E-1,1.126430281E-1,-2.482120240E0
2.772625762E1,-6.674717266E-1,1.449461903E-1,-2.393912653E0
2.773628962E1,-5.651475723E-1,3.266981180E-1,-2.113728113E0
2.774632162E1,-4.518438088E-1,5.394299099E-1,-1.658946882E0
2.775635362E1,-3.208989592E-1,6.625091216E-1,-1.273335873E0
2.776638563E1,-1.935163794E-1,7.267251442E-1,-1.130911149E0
2.777641762E1,-1.175272074E-1,8.618296666E-1,-1.165996782E0
2.778644962E1,2.230179213E-2,1.025740643E0,-1.264790753E0
2.779648262E1,1.911188018E-1,1.106163686E0,-1.381868382E0
2.780651462E1,2.567552958E-1,1.239704443E0,-1.264463308E0
2.781654662E1,2.764138541E-1,1.414317067E0,-9.227058327E-1
2.782657862E1,3.272541517E-1,1.462863721E0,-5.396102965E-1
2.783661062E1,3.107732993E-1,1.296009914E0,-1.852497321E-1
2.784664262E1,2.332987151E-1,1.002142377E0,2.075451654E-1
2.785667462E1,1.001614885E-1,7.025757781E-1,8.079460394E-1
2.786670662E1,-2.991490345E-2,4.879228836E-1,1.628133810E0
2.787673962E1,-1.024278327E-1,3.338347909E-1,2.549066182E0
2.788677162E1,-2.544127185E-2,3.093703330E-1,3.506573473E0
2.789680362E1,-4.154523466E-2,3.698338319E-1,4.128768674E0
2.790683562E1,-1.900921038E-1,3.275820708E-1,4.213189019E0
2.791686762E1,-3.429062709E-1,1.398088266E-1,3.471750380E0
2.792689962E1,-3.954232210E-1,2.583848052E-2,2.217024440E0
2.793693162E1,-1.960479315E-1,1.102452312E-1,1.441714634E0
2.794696362E1,2.253414586E-2,5.538277283E-1,1.117237435E0
2.795699562E1,6.405800164E-2,1.017451630E0,1.547244598E0
2.796702862E1,1.245646968E-1,8.403620528E-1,2.850989501E0
2.797706062E1,3.808351488E-1,-7.021395028E-2,4.287509469E0
2.798709263E1,5.534676129E-1,-1.160830767E0,5.177440488E0
2.799712462E1,2.507082516E-1,-1.778011980E0,5.512877709E0
2.800715662E1,-1.945785993E-1,-2.001545187E0,5.606833693E0
2.801718862E1,-2.041150425E-1,-2.060961231E0,5.371128922E0
2.802722062E1,1.097427361E-1,-2.137670999E0,4.423475944E0
2.803725262E1,4.098659898E-1,-1.996627387E0,3.008798250E0
2.804728562E1,4.045385551E-1,-1.531766579E0,1.658408938E0
2.805731762E1,3.862167069E-1,-1.228711239E0,6.411998212E-1
2.806734962E1,4.524881720E-1,-1.131742550E0,-6.333879411E-2
2.807738162E1,2.826532352E-1,-1.059272305E0,-5.945337778E-1
2.808741362E1,8.897554569E-2,-1.023801414E0,-9.529488015E-1
2.809744562E1,-7.091868594E-3,-1.056787092E0,-1.166720082E0
2.810747762E1,-4.823126994E-2,-1.033337857E0,-1.269834561E0
2.811750962E1,2.271617699E-2,-9.196183567E-1,-1.386825067E0
2.812754162E1,9.219937149E-2,-7.862066033E-1,-1.615334839E0
2.813757462E1,1.856126980E-1,-6.702044959E-1,-2.002728079E0
2.814760662E1,3.402659607E-1,-5.118963216E-1,-2.546908559E0
2.815763862E1,5.049205202E-1,-2.924661787E-1,-3.139626192E0
2.816767062E1,6.487715270E-1,-1.038615335E-1,-3.694381946E0
2.817770262E1,7.323402254E-1,5.730907224E-2,-3.982954903E0
2.818773462E1,6.644232076E-1,2.208769633E-1,-3.928889208E0
2.819776662E1,3.535983432E-1,3.018100293E-1,-3.519683515E0
2.820779862E1,4.259952419E-3,1.785198062E-1,-3.013304114E0
2.821783062E1,-2.669643151E-1,-4.050614789E-2,-2.698163164E0
2.822786362E1,-5.011798736E-1,-1.837630776E-1,-2.581330533E0
2.823789562E1,-6.588341466E-1,-1.597746561E-1,-2.538165802E0
2.824792762E1,-6.982888920E-1,-2.991954468E-2,-2.506817125E0
2.825795962E1,-5.911820807E-1,1.362554736E-1,-2.427544668E0
2.826799162E1,-4.200196433E-1,3.332125740E-1,-2.154429411E0
2.827802362E1,-3.334182499E-1,5.568581209E-1,-1.811790175E0
2.828805562E1,-2.110660663E-1,7.325275556E-1,-1.559366460E0
2.829808762E1,-1.184034126E-1,8.697852420E-1,-1.367190701E0
2.830812062E1,-7.864066511E-2,9.863510940E-1,-1.148206628E0
2.831815262E1,-1.264997598E-1,9.407570645E-1,-1.102376736E0
2.832818462E1,-2.520686063E-1,8.097846964E-1,-1.206850108E0
2.833821662E1,-4.740243809E-1,7.621258689E-1,-1.223980696E0
2.834824862E1,-6.545747423E-1,7.959973273E-1,-1.045782706E0
2.835828062E1,-6.605261115E-1,8.520083177E-1,-8.009042376E-1
2.836831262E1,-6.037167569E-1,9.069117723E-1,-5.316855651E-1
2.837834462E1,-5.374384579E-1,1.009066796E0,-2.486744803E-1
2.838837662E1,-5.081568810E-1,1.091966061E0,4.964870811E-2
2.839840862E1,-4.215499327E-1,1.108748301E0,2.307580268E-1
2.840844162E1,-3.098117246E-1,1.051552446E0,1.105550605E-1
2.841847362E1,-2.509762733E-1,9.958096232E-1,-1.846270037E-1
2.842850562E1,-2.129983153E-1,9.454906780E-1,-3.062923586E-1
2.843853762E1,-5.327292200E-2,8.462982924E-1,-2.326548636E-2
2.844856962E1,5.758761898E-2,7.095754800E-1,5.163839865E-1
2.845860162E1,1.218475688E-2,6.106411028E-1,1.126034571E0
2.846863362E1,1.968691729E-2,4.674213029E-1,1.592117885E0
2.847866562E1,1.524099418E-1,2.826066037E-1,1.940085104E0
2.848869862E1,3.509533918E-1,2.548942367E-1,2.391426417E0
2.849873137E1,3.575508783E-1,2.956041601E-1,2.647121649E0
2.850876337E1,6.133871014E-1,2.646231265E-1,2.401909305E0
2.851879537E1,1.248436675E0,2.740346586E-1,2.216865395E0
2.852882737E1,1.903102780E0,4.188469476E-1,2.390996062E0
2.853885937E1,2.445497667E0,3.705066271E-1,2.887235221E0
2.854889137E1,2.595990964E0,6.327871397E-2,3.795999538E0
2.855892337E1,2.200072338E0,-4.275753057E-1,4.796870949E0
2.856895537E1,1.503993036E0,-1.178975992E0,5.125144161E0
2.857898737E1,8.428496046E-1,-1.928693558E0,4.840640282E0
2.858902037E1,3.926036205E-1,-2.370293703E0,4.378943549E0
2.859905237E1,2.930233087E-1,-2.550967404E0,3.986532814E0
2.860908437E1,5.130568111E-1,-2.612048880E0,3.561722656E0
2.861911637E1,7.156702521E-1,-2.632963201E0,3.001688036E0
2.862914837E1,9.359776235E-1,-2.627462726E0,2.371136579E0
2.863918037E1,1.219023499E0,-2.501978554E0,1.633001617E0
2.864921237E1,1.414908659E0,-2.176823663E0,8.822764295E-1
2.865924437E1,1.525703017E0,-1.721793340E0,1.558932012E-1
2.866927637E1,1.499865633E0,-1.234642801E0,-6.072666746E-1
2.867930937E1,1.306680936E0,-7.963693564E-1,-1.330025214E0
2.868934137E1,9.561451820E-1,-4.149783567E-1,-1.838542356E0
2.869937337E1,5.439042724E-1,-3.711600535E-2,-2.088000364E0
2.870940537E1,1.765283907E-1,3.234725746E-1,-2.160340946E0
2.871943737E1,-3.298761528E-3,6.048028407E-1,-2.169086627E0
2.872946937E1,-7.160885839E-2,8.776818337E-1,-2.138318578E0
2.873950137E1,-5.789176555E-2,1.150871935E0,-2.181558153E0
2.874953337E1,7.582470087E-2,1.373237161E0,-2.302286784E0
2.875956537E1,2.734485300E-1,1.509521140E0,-2.621198019E0
2.876959737E1,4.420572509E-1,1.537359733E0,-3.074069549E0
2.877963037E1,4.936480751E-1,1.543324917E0,-3.416485421E0
2.878966237E1,4.494650884E-1,1.485697975E0,-3.584607489E0
2.879969437E1,2.907775211E-1,1.349724045E0,-3.527236363E0
2.880972637E1,7.009400927E-2,1.143583308E0,-3.350210740E0
2.881975838E1,-1.454138944E-1,8.650143526E-1,-3.287901056E0
2.882979037E1,-4.575219668E-1,6.435025278E-1,-3.154509695E0
2.883982237E1,-7.754532082E-1,4.183175553E-1,-2.865799329E0
2.884985437E1,-9.029772540E-1,1.640363992E-1,-2.596481254E0
2.885988637E1,-9.378906132E-1,-9.508961365E-3,-2.385203810E0
2.886991837E1,-1.016065182E0,-3.462311804E-2,-2.064023271E0
2.887995137E1,-1.026094107E0,-2.403717265E-3,-1.782643560E0
2.888998337E1,-8.739109643E-1,8.619007833E-2,-1.640695383E0
2.890001537E1,-7.043129128E-1,2.377219876E-1,-1.653103759E0
2.891004737E1,-5.760340280E-1,4.469461079E-1,-1.644748673E0
2.892007937E1,-5.838804067E-1,6.326315307E-1,-1.466161843E0
2.893011137E1,-6.017030855E-1,7.662393851E-1,-1.147927716E0
2.894014337E1,-5.973432553E-1,9.068489148E-1,-8.343643445E-1
2.895017537E1,-6.275692306E-1,1.077617871E0,-5.346740770E-1
2.896020737E1,-5.749586885E-1,1.141655188E0,-2.631516016E-1
2.897023937E1,-4.893148132E-1,1.118639817E0,-1.437748468E-1
2.898027237E1,-4.083772522E-1,1.120427822E0,-1.371639848E-2
2.899030437E1,-1.898242282E-1,1.157354889E0,1.431807697E-1
2.900033637E1,4.137153581E-2,1.101352889E0,4.023469090E-1
2.901036837E1,1.513916857E-1,8.405098412E-1,9.296225041E-1
2.902040037E1,3.928645525E-2,5.332713300E-1,1.903541175E0
2.903043237E1,-3.290006053E-1,4.260578801E-1,3.182846471E0
2.904046437E1,-7.942159000E-1,5.144147173E-1,4.639679081E0
2.905049637E1,-1.223253741E0,4.670703969E-1,6.022636800E0
2.906052837E1,-1.396715924E0,3.260798480E-1,6.511813107E0
2.907056037E1,-1.095247007E0,1.822344692E-1,5.071539811E0
2.908059337E1,-7.752867088E-1,2.165195451E-1,2.980824586E0
2.909062537E1,-2.187710886E-1,5.199231599E-1,1.553840257E0
2.910065737E1,-6.312968306E-2,9.500187618E-1,7.677750832E-1
2.911068937E1,-3.258857936E-1,9.930990002E-1,8.173770136E-1
2.912072137E1,-9.029228749E-1,4.606796095E-1,2.038533504E0
2.913075337E1,-1.103445681E0,-7.419483702E-1,3.783686471E0
2.914078537E1,-1.155547734E0,-1.928020836E0,4.926570963E0
2.915081737E1,-1.379685032E0,-2.574869652E0,5.840207180E0
2.916084937E1,-1.376907897E0,-2.688765812E0,6.428632371E0
2.917088137E1,-1.036286170E0,-2.473822749E0,6.132290220E0
2.918091437E1,-4.743211636E-1,-2.129742759E0,4.892914975E0
2.919094637E1,-2.489685953E-2,-1.727409883E0,2.985039843E0
2.920097837E1,1.406564536E-1,-1.275527118E0,1.172899420E0
2.921101037E1,2.206853939E-1,-9.083331574E-1,-4.735484540E-2
2.922104237E1,2.632478613E-1,-7.094533463E-1,-7.859049600E-1
2.923107437E1,2.335030753E-1,-6.498262185E-1,-1.136960678E0
2.924110637E1,2.176618718E-1,-7.089412033E-1,-1.281008590E0
2.925113837E1,1.975507390E-1,-7.623337374E-1,-1.302267312E0
2.926117037E1,1.770594641E-1,-7.460896607E-1,-1.258891497E0
2.927120237E1,1.769691246E-1,-6.957530276E-1,-1.362186069E0
2.928123437E1,1.467787807E-1,-6.276486066E-1,-1.725280620E0
2.929126737E1,6.895438693E-2,-5.658420753E-1,-2.337256642E0
2.930129937E1,1.172200824E-1,-4.107236302E-1,-3.078455545E0
2.931133137E1,2.135645085E-1,-2.214316448E-1,-3.718928558E0
2.932136337E1,3.388893434E-1,-6.600176230E-2,-4.264684278E0
2.933139537E1,3.971981433E-1,9.874010347E-2,-4.439659867E0
2.934142737E1,2.529262466E-1,2.629879526E-1,-4.160009177E0
2.935145938E1,-1.478687748E-3,2.569118915E-1,-3.698294318E0
2.936149137E1,-2.134550194E-1,1.189148978E-1,-3.275143601E0
2.937152337E1,-3.698497655E-1,3.844573528E-2,-2.936730732E0
2.938155537E1,-4.694825926E-1,1.167352751E-2,-2.676040809E0
2.939158737E1,-5.506562350E-1,2.757130288E-2,-2.466412280E0
2.940162037E1,-5.305375740E-1,7.053181954E-2,-2.345310597E0
2.941165237E1,-4.456938170E-1,8.777628176E-2,-2.233542239E0
2.942168437E1,-3.320568719E-1,7.827652976E-2,-2.131969671E0
2.943171637E1,-2.225878586E-1,8.234794602E-2,-2.138060131E0
2.944174837E1,-1.727144347E-1,7.480628036E-2,-2.233484936E0
2.945178037E1,-2.015288556E-1,5.346620902E-2,-2.238938634E0
2.946181237E1,-2.458705942E-1,1.016929474E-1,-2.044373118E0
2.947184437E1,-2.008865390E-1,2.421082033E-1,-1.651311588E0
2.948187637E1,-1.269925339E-1,4.088740828E-1,-1.194648723E0
2.949190837E1,-3.776398648E-2,5.622754931E-1,-8.133009195E-1
2.950193962E1,8.429634791E-2,7.031669316E-1,-5.243508178E-1
2.951197262E1,8.493691038E-2,7.855504726E-1,-4.611546957E-1
2.952200462E1,1.729540609E-2,8.252121364E-1,-6.454694581E-1
2.953203662E1,-1.689516418E-3,8.677016598E-1,-9.478821892E-1
2.954206862E1,5.030359626E-3,9.087387349E-1,-1.212037173E0
